Drug_ID	Drug	Y
"pivampicillin"	"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C"	0
"pivenfrine"	"CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1"	0
"prazocillin"	"Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"	0
"pristinamycin-ic"	"CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O"	0
"propafenone"	"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1"	0
"propicillin"	"CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O"	0
"propikacin"	"NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O"	0
"quinacillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2[C@H]1C(=O)O"	0
"rifabutin"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O"	0
"rifametane"	"CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4"	0
"rifamexil"	"CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4"	0
"rifamide"	"CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2)O4"	0
"rifampin"	"COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C"	0
"rifamycin"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"	0
"rifapentine"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"	0
"rifaximin"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"	0
"ritipenem"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)S[C@H]12.[Na+]"	0
"rodorubicin"	"CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O"	0
"rotamicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	0
"roxithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O"	0
"sanfetrinem"	"COC1CCCC2C1=C(C(=O)[O-])N1C(=O)C(C(C)O)C21"	0
"sarmoxicillin"	"COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C2SC1(C)C"	0
"sarpicillin"	"COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C"	0
"sedecamycin"	"CC(=O)OC1/C=C/C(C)=C/CC(O)/C=C/C(C)=C/C(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O"	0
"sisomicin"	"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O"	0
"spiramycin"	"COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O"	0
"sulbenicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O"	0
"sulopenem"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CCS(=O)C3)S[C@H]12"	0
"sultamicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"	0
"suncillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]"	0
"tacrolimus"	"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC"	0
"talampicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21"	0
"tazobactam"	"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"	0
"teicoplanin"	"CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O"	0
"temocillin"	"CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21"	0
"theodrenaline"	"Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O"	0
"thiphencillin"	"CC1(C)SC2C(NC(=O)CSc3ccccc3)C(=O)N2C1C(=O)O"	0
"tigemonam"	"CC1(C)[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"	0
"tobicillin"	"CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1"	0
"tobramycin"	"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O"	0
"tolcapone"	"Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1"	0
"troleandomycin"	"CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O"	0
"trospectomycin"	"CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1"	0
"tymazoline"	"Cc1ccc(C(C)C)c(OCC2=NCCN2)c1"	0
"vindesine"	"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"	0
"virginiamycin-factor-m1"	"CC1=C/C(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C\C(=O)NC/C=C\1"	0
"xantocillin"	"[C-]#[N+]C(=C\c1ccc(O)cc1)/C(=C/c1ccc(O)cc1)[N+]#[C-]"	0
"zorubicin"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.[Cl-].[H+]"	0
"cryofluorane"	"FC(F)(Cl)C(F)(F)Cl"	1
"gacyclidine"	"C[C@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1"	1
"fenetylline"	"CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C.[Cl-].[H+]"	1
"acaprazine"	"CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1"	1
"acebrochol"	"CC(=O)OC1CC[C@@]2(C)C([C@@H]1Br)[C@H](Br)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C"	1
"acecarbromal"	"CCC(Br)(CC)C(=O)NC(=O)NC(C)=O"	1
"acefurtiamine"	"CC(=O)OCC(=O)OCC/C(SC(=O)c1ccco1)=C(/C)N(C=O)Cc1cnc(C)nc1N"	1
"aceglutamide"	"CC(=O)NC(CCC(N)=O)C(=O)O"	1
"aceperone"	"CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"acetaminosalol"	"CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1"	1
"acetazolamide"	"CC(=O)Nc1nnc(S(N)(=O)=O)s1"	1
"acetiamine"	"CC(=O)OCC/C(SC(C)=O)=C(/C)N(C=O)Cc1cnc(C)nc1N"	1
"acetorphan/racecadotril/ecadotril"	"CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1"	1
"acetorphine"	"CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5"	1
"acetylmethadol/levacetylmethadol/alphacetylmethadol/betacetylmethadol"	"CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1"	1
"acevaltrate"	"CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1"	1
"acrocinonide"	"C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1"	1
"acyclovir/aciclovir"	"Nc1nc(=O)c2ncn(COCCO)c2[nH]1"	1
"adafenoxate"	"O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2"	1
"adatanserin"	"O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2"	1
"alaproclate"	"CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1"	1
"alclometasone-dipropionate"	"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl"	1
"alentemol"	"CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1"	1
"alfadolone"	"CC12CC(=O)[C@H]3C(CC[C@H]4C[C@H](O)CCC43C)[C@@H]1CCC2C(=O)CO"	1
"alfaxalone/renanolone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C"	1
"algestone-acetonide"	"CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C"	1
"aliflurane"	"COC1(F)C(F)(F)C1(F)Cl"	1
"alletorphine"	"C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5"	1
"allomethadione"	"C=CCN1C(=O)OC(C)C1=O"	1
"almoxatone"	"CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1"	1
"alnespirone"	"CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1.[Cl-].[H+]"	1
"alonimid"	"O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1"	1
"aloracetam"	"CC(=O)NCCn1c(C)cc(C=O)c1C"	1
"alozafone"	"CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F"	1
"alphameprodine/betameprodine"	"CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC"	1
"alphamethadol"	"CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1"	1
"alpiropride"	"C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC"	1
"alrestatin"	"O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O"	1
"amcinafal"	"CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1"	1
"amcinafide"	"CC12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=CC43C)[C@@H]1C[C@H]1O[C@@](C)(c3ccccc3)O[C@]12C(=O)CO"	1
"amcinonide"	"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C"	1
"amelometasone"	"CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"ameltolide"	"Cc1cccc(C)c1NC(=O)c1ccc(N)cc1"	1
"amesergide"	"CC(C)n1cc2c3c(cccc31)C1C[C@@H](C(=O)NC3CCCCC3)CN(C)C1C2"	1
"amfetaminil"	"CC(Cc1ccccc1)NC(C#N)c1ccccc1"	1
"amineptine"	"O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21.[Cl-]"	1
"amisulpride"	"CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC"	1
"amitriptylinoxide"	"C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21"	1
"amixetrine"	"CC(C)CCOC(CN1CCCC1)c1ccccc1"	1
"amperozide"	"CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"	1
"amphenidone"	"Nc1cccc(-n2ccccc2=O)c1"	1
"ampyzine"	"CN(C)c1cnccn1"	1
"amylene-hydrate"	"CCC(C)(C)O"	1
"anileridine"	"CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1"	1
"aniracetam"	"COc1ccc(C(=O)N2CCCC2=O)cc1"	1
"anseculin"	"COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1"	1
"apadoline"	"CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2"	1
"aprobarbital"	"C=CCC1(C(C)C)C(=O)NC(=O)NC1=O"	1
"aripiprazole"	"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1"	1
"ascorbic-acid"	"O=C1C(O)=C(O)OC1C(O)CO"	1
"aspirin"	"CC(=O)Oc1ccccc1C(=O)O"	1
"atolide"	"CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1"	1
"atromepine"	"CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2"	1
"atropine-oxide"	"C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2"	1
"avizafone"	"CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1"	1
"axamozide"	"O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1"	1
"azabon"	"Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1"	1
"azabuperone"	"O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1"	1
"azacyclonol"	"OC(c1ccccc1)(c1ccccc1)C1CCNCC1"	1
"azaloxan"	"O=C1NCCN1C1CCN(CCC2COc3ccccc3O2)CC1"	1
"azaquinzole"	"c1ccc2c(c1)CCN1CCNCC21"	1
"azepindole"	"c1ccc2c(c1)cc1n2CCCNC1"	1
"azipramine"	"CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1"	1
"balaperidone"	"O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1"	1
"bamifylline"	"CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C"	1
"barbital"	"CCC1(CC)C(=O)NC(=O)NC1=O"	1
"batelapine"	"Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2"	1
"beclamide"	"O=C(CCCl)NCc1ccccc1"	1
"beclomethasone/beclometasone"	"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"	1
"befloxatone"	"COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1"	1
"bemegride"	"CCC1(C)CC(=O)NC(=O)C1"	1
"benfotiamine"	"C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N"	1
"benorilate"	"CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1"	1
"bentazepam"	"O=C1CNC(c2ccccc2)=c2c3c(sc2=N1)CCCC3"	1
"bentiamine"	"C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N"	1
"benzaprinoxide"	"C[N+](C)([O-])CC/C=C1/c2ccccc2C=Cc2c(Cl)cccc21"	1
"benzindopyrine"	"[Cl].c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1"	1
"benzyl-alcohol"	"OCc1ccccc1"	1
"berupipam"	"CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1"	1
"bervastatin"	"CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2"	1
"betamethasone-acibutate"	"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO"	1
"betamethasone-benzoate"	"CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"binospirone"	"O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1"	1
"biotin"	"O=C(O)CCCCC1SCC2NC(=O)NC21"	1
"bipenamol"	"O=C1C[C@H]2SC(C3(O)CN4C(=O)C[C@H]4S3)CN12"	1
"biriperone"	"O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1"	1
"bisbentiamine"	"C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N"	1
"bisorcic"	"CC(=O)NCCC[C@H](NC(C)=O)C(=O)O"	1
"blonanserin"	"CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1"	1
"bremazocine"	"CC[C@]12CCN(CC3(O)CC3)[C@H](Cc3ccc(O)cc31)C2(C)C"	1
"brofoxine"	"CC1(C)OC(=O)Nc2ccc(Br)cc21"	1
"bromisoval"	"CC(C)C(Br)C(=O)NC(N)=O"	1
"bromoform"	"BrC(Br)Br"	1
"brosotamide"	"Cc1cc(Br)cc(C(N)=O)c1O"	1
"brosuximide"	"O=C1CC(c2cccc(Br)c2)C(=O)N1"	1
"brotizolam"	"Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2"	1
"buciclovir"	"Nc1nc(=O)c2ncn(CC[C@@H](O)CO)c2[nH]1"	1
"butacetin"	"CC(=O)Nc1ccc(OC(C)(C)C)cc1"	1
"butaclamol"	"CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.[Cl-].[H+]"	1
"butaperazine"	"CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2"	1
"butoctamide"	"CCCCC(CC)CNC(=O)CC(C)O"	1
"butorphanol"	"Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3"	1
"cabergoline"	"C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21"	1
"cafedrine"	"CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1"	1
"camazepam"	"CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O"	1
"camphor"	"CC12CCC(CC1=O)C2(C)C"	1
"caproxamine"	"CCCCC/C(=N/OCCN)c1ccc(C)c(N)c1"	1
"captodiame"	"CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1"	1
"carbubarb"	"CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O"	1
"carburazepam"	"CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21"	1
"carfimate"	"C#CC(OC(N)=O)c1ccccc1"	1
"carmantadine"	"O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2"	1
"caroxazone"	"NC(=O)CN1Cc2ccccc2OC1=O"	1
"carperone"	"CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"carphenazine/carfenazine"	"CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2"	1
"carzenide"	"NS(=O)(=O)c1ccc(C(=O)O)cc1"	1
"cathinone"	"C[C@H](N)C(=O)c1ccccc1"	1
"cebaracetam"	"O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1"	1
"celucloral"	"OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O"	1
"cerivastatin"	"COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1"	1
"cetohexazine"	"Cc1cc(C)c(=O)[nH]n1"	1
"cetophenicol/cetofenicol"	"CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1"	1
"cetotiamine"	"CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N"	1
"chloralose"	"OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O"	1
"chlorhexadol/chloralodol"	"CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl"	1
"chlormezanone"	"CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1"	1
"chloroform"	"ClC(Cl)Cl"	1
"chromocarb"	"O=C(O)c1cc(=O)c2ccccc2o1"	1
"ciclesonide"	"CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C"	1
"ciclotizolam"	"Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21"	1
"cicortonide"	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C"	1
"cilobamine"	"CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)c1ccc(Cl)c(Cl)c1"	1
"cimemoxin"	"NNCC1CCCCC1"	1
"cimepanol"	"CC(C)C(O)C1CCCCC1"	1
"cimoxatone"	"COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1"	1
"cinoctramide"	"COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC"	1
"cinolazepam"	"N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21"	1
"ciprazafone"	"CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl"	1
"ciprocinonide"	"CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1"	1
"citatepine"	"CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12"	1
"clebopride"	"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1"	1
"clidafidine"	"Clc1cccc(Cl)c1NC1=NCCO1"	1
"clobetasone"	"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl"	1
